Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006616~SRP-dependent cotranslational protein targeting to membrane, translocation	3	0.9174311926605505	0.004874552943190119	ENSG00000100883, ENSG00000174780, ENSG00000153037	287	6	15453	26.92160278745645	0.9987682921291184	0.2350724399552041	7.716722635596973
GOTERM_BP_DIRECT	GO:0071035~nuclear polyadenylation-dependent rRNA catabolic process	3	0.9174311926605505	0.004874552943190119	ENSG00000120699, ENSG00000130713, ENSG00000107371	287	6	15453	26.92160278745645	0.9987682921291184	0.2350724399552041	7.716722635596973
GOTERM_BP_DIRECT	GO:0006269~DNA replication, synthesis of RNA primer	3	0.9174311926605505	0.004874552943190119	ENSG00000101868, ENSG00000146143, ENSG00000198056	287	6	15453	26.92160278745645	0.9987682921291184	0.2350724399552041	7.716722635596973
GOTERM_CC_DIRECT	GO:0005811~lipid particle	6	1.834862385321101	0.005188809074032193	ENSG00000075785, ENSG00000123983, ENSG00000143653, ENSG00000108774, ENSG00000100243, ENSG00000147955	296	63	16605	5.342664092664093	0.8389456688412371	0.07632212823307227	6.870685831881406
UP_KEYWORDS	Cytoskeleton	31	9.480122324159021	0.005205295705340725	ENSG00000135837, ENSG00000169762, ENSG00000117724, ENSG00000119397, ENSG00000152969, ENSG00000072518, ENSG00000148175, ENSG00000160299, ENSG00000174799, ENSG00000116141, ENSG00000067560, ENSG00000136827, ENSG00000101752, ENSG00000126001, ENSG00000178104, ENSG00000137710, ENSG00000165283, ENSG00000130640, ENSG00000100503, ENSG00000136861, ENSG00000101004, ENSG00000126216, ENSG00000167110, ENSG00000154240, ENSG00000171530, ENSG00000127914, ENSG00000116871, ENSG00000011523, ENSG00000134709, ENSG00000213024, ENSG00000167461	304	1082	17955	1.6921788354898337	0.7775472258142384	0.0541470489171999	6.6958758764243616
GOTERM_BP_DIRECT	GO:0007596~blood coagulation	10	3.058103975535168	0.005352066566989786	ENSG00000104368, ENSG00000164251, ENSG00000090621, ENSG00000177119, ENSG00000115486, ENSG00000196591, ENSG00000005249, ENSG00000132842, ENSG00000072062, ENSG00000114302	287	175	15453	3.0767546042807368	0.99936213856972	0.24646251848015888	8.441797182839483
GOTERM_BP_DIRECT	GO:0032981~mitochondrial respiratory chain complex I assembly	6	1.834862385321101	0.005357896438321328	ENSG00000074582, ENSG00000177646, ENSG00000147684, ENSG00000130159, ENSG00000137806, ENSG00000164182	287	61	15453	5.296053007368482	0.9993672437475543	0.2387500523947803	8.45061632707409
GOTERM_MF_DIRECT	GO:0017056~structural constituent of nuclear pore	4	1.2232415902140672	0.005975664353254262	ENSG00000138750, ENSG00000126883, ENSG00000110713, ENSG00000213024	294	20	15528	10.563265306122448	0.9321951767633725	0.20089279023170492	8.14912478787424
GOTERM_BP_DIRECT	GO:0071377~cellular response to glucagon stimulus	5	1.529051987767584	0.006219027298011789	ENSG00000078369, ENSG00000174021, ENSG00000005249, ENSG00000072062, ENSG00000114302	287	40	15453	6.730400696864111	0.9998070171950588	0.2632163997605096	9.7445668870637
GOTERM_MF_DIRECT	GO:0001948~glycoprotein binding	6	1.834862385321101	0.00622288991285166	ENSG00000104368, ENSG00000119912, ENSG00000135506, ENSG00000169223, ENSG00000100350, ENSG00000068912	294	62	15528	5.1112574061882805	0.9393604176411237	0.19394279991454544	8.472583890244035
GOTERM_CC_DIRECT	GO:0005952~cAMP-dependent protein kinase complex	3	0.9174311926605505	0.006227491340376279	ENSG00000005249, ENSG00000072062, ENSG00000114302	296	7	16605	24.04198841698842	0.888383236456485	0.08731259069821473	8.192357347184398
GOTERM_BP_DIRECT	GO:0010457~centriole-centriole cohesion	3	0.9174311926605505	0.006741254314300493	ENSG00000126001, ENSG00000011523, ENSG00000174799	287	7	15453	23.07565953210553	0.9999061255767149	0.27368950430318517	10.520887111972755
GOTERM_BP_DIRECT	GO:0071786~endoplasmic reticulum tubular network organization	3	0.9174311926605505	0.006741254314300493	ENSG00000099246, ENSG00000115310, ENSG00000084733	287	7	15453	23.07565953210553	0.9999061255767149	0.27368950430318517	10.520887111972755
GOTERM_BP_DIRECT	GO:0016192~vesicle-mediated transport	9	2.7522935779816518	0.006842529712315784	ENSG00000166887, ENSG00000138069, ENSG00000084733, ENSG00000183020, ENSG00000119396, ENSG00000160695, ENSG00000161203, ENSG00000165527, ENSG00000132842	287	150	15453	3.2305923344947733	0.9999183730152738	0.2693190381389925	10.670710899801861
GOTERM_CC_DIRECT	GO:0005758~mitochondrial intermembrane space	6	1.834862385321101	0.00761447351606553	ENSG00000134809, ENSG00000124523, ENSG00000127554, ENSG00000100575, ENSG00000132286, ENSG00000165283	296	69	16605	4.8780846063454755	0.9316359160995815	0.10175849225693756	9.930123327116814
GOTERM_BP_DIRECT	GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling	9	2.7522935779816518	0.007677735733928366	ENSG00000129353, ENSG00000164251, ENSG00000102471, ENSG00000183735, ENSG00000100292, ENSG00000141867, ENSG00000213024, ENSG00000137275, ENSG00000067560	287	153	15453	3.167247386759582	0.9999742426959389	0.28884457203002034	11.897337391255158
GOTERM_BP_DIRECT	GO:0006888~ER to Golgi vesicle-mediated transport	9	2.7522935779816518	0.008275702953013912	ENSG00000113719, ENSG00000167110, ENSG00000138069, ENSG00000169223, ENSG00000149428, ENSG00000114745, ENSG00000174851, ENSG00000173230, ENSG00000104388	287	155	15453	3.126379678543329	0.9999887280971468	0.2995535901241503	12.765806625487997
UP_KEYWORDS	GTP-binding	13	3.9755351681957185	0.008418735573081551	ENSG00000100883, ENSG00000006451, ENSG00000108774, ENSG00000119396, ENSG00000104388, ENSG00000075785, ENSG00000100503, ENSG00000099246, ENSG00000138069, ENSG00000084733, ENSG00000167461, ENSG00000165527, ENSG00000067560	304	320	17955	2.3994140625	0.9123899451283627	0.08328556558000466	10.61993141818145
GOTERM_CC_DIRECT	GO:0032154~cleavage furrow	5	1.529051987767584	0.008865999567084362	ENSG00000006451, ENSG00000150093, ENSG00000137710, ENSG00000165527, ENSG00000067560	296	46	16605	6.097605757931845	0.9561001017962686	0.11327886867175818	11.471956604187383
GOTERM_BP_DIRECT	GO:0000467~exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	3	0.9174311926605505	0.008879029825905407	ENSG00000120699, ENSG00000130713, ENSG00000107371	287	8	15453	20.191202090592334	0.9999951060696083	0.3096321807230634	13.633906954360631
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	10	3.058103975535168	0.009913063594728572	ENSG00000165732, ENSG00000077348, ENSG00000120699, ENSG00000130713, ENSG00000114767, ENSG00000124383, ENSG00000110104, ENSG00000107371, ENSG00000112159, ENSG00000130255	287	193	15453	2.78980339766388	0.999998830134756	0.33083470806963255	15.10289195197787
GOTERM_CC_DIRECT	GO:0097546~ciliary base	4	1.2232415902140672	0.010665942427565266	ENSG00000005249, ENSG00000167461, ENSG00000072062, ENSG00000114302	296	26	16605	8.630457380457381	0.976805826910419	0.1301217390814049	13.646563525708311
GOTERM_BP_DIRECT	GO:0007030~Golgi organization	6	1.834862385321101	0.010699635874441041	ENSG00000166170, ENSG00000138069, ENSG00000169223, ENSG00000114745, ENSG00000173230, ENSG00000104388	287	72	15453	4.4869337979094075	0.9999996065227778	0.34385820441792203	16.204575362582396
GOTERM_BP_DIRECT	GO:1904380~endoplasmic reticulum mannose trimming	3	0.9174311926605505	0.01127727721295087	ENSG00000135506, ENSG00000102595, ENSG00000116406	287	9	15453	17.94773519163763	0.9999998233309993	0.3507363021949491	17.00506144752999
GOTERM_CC_DIRECT	GO:0000922~spindle pole	7	2.1406727828746175	0.012106846900503508	ENSG00000136861, ENSG00000100503, ENSG00000126216, ENSG00000167110, ENSG00000117724, ENSG00000213024, ENSG00000130640	296	107	16605	3.6699608486991666	0.986094027198355	0.14160779848384675	15.351598956255309
GOTERM_BP_DIRECT	GO:0031047~gene silencing by RNA	7	2.1406727828746175	0.013343601336940167	ENSG00000138750, ENSG00000126883, ENSG00000101146, ENSG00000108559, ENSG00000110713, ENSG00000213024, ENSG00000132182	287	105	15453	3.5895470383275265	0.9999999899654191	0.3921109733456165	19.810135439971077
GOTERM_CC_DIRECT	GO:0005778~peroxisomal membrane	5	1.529051987767584	0.013543858000842063	ENSG00000123983, ENSG00000178035, ENSG00000140284, ENSG00000018510, ENSG00000064763	296	52	16605	5.394035862785863	0.991657404129918	0.1521466680129695	17.020903026791355
GOTERM_CC_DIRECT	GO:0005815~microtubule organizing center	8	2.4464831804281344	0.014526256739258113	ENSG00000136861, ENSG00000101004, ENSG00000126216, ENSG00000126001, ENSG00000178104, ENSG00000011523, ENSG00000174851, ENSG00000130640	296	144	16605	3.1165540540540544	0.9941194873094352	0.15735010102801206	18.144489162488863
GOTERM_BP_DIRECT	GO:0043928~exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay	4	1.2232415902140672	0.014600329471776719	ENSG00000077348, ENSG00000120699, ENSG00000130713, ENSG00000107371	287	28	15453	7.691886510701842	0.9999999982516924	0.4117762234480026	21.472362410705014
UP_KEYWORDS	Membrane	134	40.97859327217125	0.015515502746096591	ENSG00000109501, ENSG00000123983, ENSG00000175895, ENSG00000159063, ENSG00000145907, ENSG00000183020, ENSG00000123989, ENSG00000103222, ENSG00000104388, ENSG00000099246, ENSG00000138750, ENSG00000127452, ENSG00000147533, ENSG00000140284, ENSG00000168615, ENSG00000073008, ENSG00000197858, ENSG00000165661, ENSG00000173230, ENSG00000115295, ENSG00000006451, ENSG00000115310, ENSG00000148334, ENSG00000115486, ENSG00000196591, ENSG00000183032, ENSG00000090971, ENSG00000165678, ENSG00000113719, ENSG00000134809, ENSG00000121775, ENSG00000102471, ENSG00000121940, ENSG00000117500, ENSG00000138069, ENSG00000087111, ENSG00000143153, ENSG00000253710, ENSG00000167461, ENSG00000129625, ENSG00000119912, ENSG00000169762, ENSG00000073060, ENSG00000204386, ENSG00000160703, ENSG00000105223, ENSG00000110713, ENSG00000154734, ENSG00000137409, ENSG00000120697, ENSG00000165688, ENSG00000147684, ENSG00000179562, ENSG00000177663, ENSG00000116141, ENSG00000165527, ENSG00000104691, ENSG00000137414, ENSG00000074582, ENSG00000136827, ENSG00000103018, ENSG00000177119, ENSG00000115275, ENSG00000135968, ENSG00000205981, ENSG00000147955, ENSG00000165283, ENSG00000165282, ENSG00000164251, ENSG00000127463, ENSG00000167110, ENSG00000140479, ENSG00000099219, ENSG00000064763, ENSG00000143337, ENSG00000100242, ENSG00000100243, ENSG00000018510, ENSG00000174021, ENSG00000119396, ENSG00000100575, ENSG00000152952, ENSG00000173852, ENSG00000138829, ENSG00000072518, ENSG00000075413, ENSG00000169223, ENSG00000148175, ENSG00000005249, ENSG00000114745, ENSG00000132842, ENSG00000174851, ENSG00000108774, ENSG00000152683, ENSG00000161203, ENSG00000177917, ENSG00000132286, ENSG00000102898, ENSG00000114023, ENSG00000133657, ENSG00000115255, ENSG00000162695, ENSG00000150779, ENSG00000171004, ENSG00000137275, ENSG00000132182, ENSG00000129353, ENSG00000166887, ENSG00000100292, ENSG00000082805, ENSG00000152969, ENSG00000072062, ENSG00000114302, ENSG00000075785, ENSG00000140545, ENSG00000114650, ENSG00000184277, ENSG00000067560, ENSG00000213186, ENSG00000150093, ENSG00000101752, ENSG00000137710, ENSG00000160695, ENSG00000156599, ENSG00000090615, ENSG00000153936, ENSG00000136861, ENSG00000071553, ENSG00000014824, ENSG00000109084, ENSG00000130724, ENSG00000033100, ENSG00000084733, ENSG00000240344	304	6775	17955	1.1681734317343173	0.9889297375071006	0.1438355920132256	18.751521792489555
GOTERM_CC_DIRECT	GO:0031462~Cul2-RING ubiquitin ligase complex	3	0.9174311926605505	0.015562988545115208	ENSG00000100387, ENSG00000108094, ENSG00000162378	296	11	16605	15.299447174447176	0.9959358980349579	0.1627217191796393	19.314911488977373
GOTERM_CC_DIRECT	GO:0030123~AP-3 adaptor complex	3	0.9174311926605505	0.015562988545115208	ENSG00000166887, ENSG00000160695, ENSG00000132842	296	11	16605	15.299447174447176	0.9959358980349579	0.1627217191796393	19.314911488977373
GOTERM_CC_DIRECT	GO:0071782~endoplasmic reticulum tubular network	3	0.9174311926605505	0.015562988545115208	ENSG00000099246, ENSG00000084733, ENSG00000129625	296	11	16605	15.299447174447176	0.9959358980349579	0.1627217191796393	19.314911488977373
GOTERM_BP_DIRECT	GO:0071712~ER-associated misfolded protein catabolic process	3	0.9174311926605505	0.016814257350199455	ENSG00000136827, ENSG00000132581, ENSG00000102595	287	11	15453	14.684510611339881	0.9999999999199485	0.4490501919354384	24.32219202564513
GOTERM_BP_DIRECT	GO:0090161~Golgi ribbon formation	3	0.9174311926605505	0.016814257350199455	ENSG00000167110, ENSG00000117500, ENSG00000135968	287	11	15453	14.684510611339881	0.9999999999199485	0.4490501919354384	24.32219202564513
GOTERM_BP_DIRECT	GO:0016925~protein sumoylation	7	2.1406727828746175	0.01714444923068579	ENSG00000138750, ENSG00000126883, ENSG00000101146, ENSG00000108559, ENSG00000110713, ENSG00000213024, ENSG00000132182	287	111	15453	3.3955174686882006	0.9999999999494907	0.4471793124856135	24.738805561538836
GOTERM_CC_DIRECT	GO:0005795~Golgi stack	4	1.2232415902140672	0.01728054190775311	ENSG00000147533, ENSG00000127914, ENSG00000119396, ENSG00000173230	296	31	16605	7.2384481255449	0.9977982201025216	0.17403492426212352	21.219868139660704
GOTERM_MF_DIRECT	GO:0008324~cation transmembrane transporter activity	3	0.9174311926605505	0.01744088434763522	ENSG00000014824, ENSG00000162695, ENSG00000152683	294	11	15528	14.404452690166973	0.9996292753789139	0.43123580992301935	22.083861274258542
GOTERM_BP_DIRECT	GO:0006270~DNA replication initiation	4	1.2232415902140672	0.01761212566089507	ENSG00000101868, ENSG00000146143, ENSG00000014138, ENSG00000198056	287	30	15453	7.179094076655052	0.9999999999736983	0.44798506850272524	25.325203001911646
UP_KEYWORDS	Rotamase	4	1.2232415902140672	0.017867286604101272	ENSG00000141756, ENSG00000153015, ENSG00000079150, ENSG00000240344	304	33	17955	7.159090909090909	0.9944408169535313	0.15892698528468774	21.291536548081226
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	23	7.033639143730887	0.01887279990630889	ENSG00000123983, ENSG00000109501, ENSG00000213186, ENSG00000175895, ENSG00000115310, ENSG00000136827, ENSG00000115275, ENSG00000138698, ENSG00000100243, ENSG00000100292, ENSG00000149428, ENSG00000120725, ENSG00000147955, ENSG00000116406, ENSG00000113739, ENSG00000152952, ENSG00000174780, ENSG00000140479, ENSG00000102471, ENSG00000121940, ENSG00000148175, ENSG00000102595, ENSG00000114650	296	767	16605	1.6822077944959302	0.9987538052934415	0.18344122247011485	22.948537737600795
GOTERM_BP_DIRECT	GO:0051289~protein homotetramerization	5	1.529051987767584	0.019876860609796994	ENSG00000119912, ENSG00000167110, ENSG00000178035, ENSG00000179958, ENSG00000140577	287	56	15453	4.807429069188651	0.9999999999988889	0.48075149320161603	28.1046486045187
GOTERM_BP_DIRECT	GO:0006622~protein targeting to lysosome	3	0.9174311926605505	0.01993324261177295	ENSG00000075785, ENSG00000135968, ENSG00000132842	287	12	15453	13.460801393728225	0.9999999999989732	0.47374302711672234	28.172588850575387
GOTERM_BP_DIRECT	GO:0003091~renal water homeostasis	4	1.2232415902140672	0.020943900344042678	ENSG00000109501, ENSG00000005249, ENSG00000072062, ENSG00000114302	287	32	15453	6.730400696864111	0.9999999999997504	0.4829024609783491	29.38025003625451
GOTERM_BP_DIRECT	GO:0061024~membrane organization	4	1.2232415902140672	0.020943900344042678	ENSG00000006451, ENSG00000084733, ENSG00000119396, ENSG00000167461	287	32	15453	6.730400696864111	0.9999999999997504	0.4829024609783491	29.38025003625451
GOTERM_BP_DIRECT	GO:0000722~telomere maintenance via recombination	4	1.2232415902140672	0.020943900344042678	ENSG00000101868, ENSG00000146143, ENSG00000014138, ENSG00000198056	287	32	15453	6.730400696864111	0.9999999999997504	0.4829024609783491	29.38025003625451
GOTERM_BP_DIRECT	GO:0086064~cell communication by electrical coupling involved in cardiac conduction	3	0.9174311926605505	0.023273190657058237	ENSG00000057294, ENSG00000143153, ENSG00000072062	287	13	15453	12.425355132672207	0.9999999999999905	0.5119990083979703	32.09135156312076
GOTERM_BP_DIRECT	GO:0090307~mitotic spindle assembly	4	1.2232415902140672	0.024596931428939324	ENSG00000126216, ENSG00000167110, ENSG00000130640, ENSG00000067560	287	34	15453	6.334494773519164	0.9999999999999986	0.523964132130593	33.58819957423821
GOTERM_CC_DIRECT	GO:0030897~HOPS complex	3	0.9174311926605505	0.024864455577672976	ENSG00000166887, ENSG00000134709, ENSG00000160695	296	14	16605	12.02099420849421	0.9998548521967484	0.22889756851537624	29.14333723138306
GOTERM_MF_DIRECT	GO:0005215~transporter activity	9	2.7522935779816518	0.025563975435086764	ENSG00000090615, ENSG00000071553, ENSG00000073060, ENSG00000134809, ENSG00000108559, ENSG00000110713, ENSG00000161203, ENSG00000103222, ENSG00000100575	294	187	15528	2.541962239441231	0.9999910824458498	0.5393726540861827	30.73807109358403
GOTERM_BP_DIRECT	GO:0033627~cell adhesion mediated by integrin	3	0.9174311926605505	0.02682491390503904	ENSG00000166147, ENSG00000150093, ENSG00000168615	287	14	15453	11.537829766052765	0.9999999999999999	0.5475939149207175	36.037788956657444
GOTERM_CC_DIRECT	GO:0005637~nuclear inner membrane	4	1.2232415902140672	0.02764312961960904	ENSG00000102898, ENSG00000173852, ENSG00000147955, ENSG00000143337	296	37	16605	6.06464572680789	0.9999466890788984	0.2450659152752117	31.85659039689577
GOTERM_CC_DIRECT	GO:0043231~intracellular membrane-bounded organelle	17	5.198776758409786	0.028268043592742285	ENSG00000008311, ENSG00000073060, ENSG00000108774, ENSG00000204386, ENSG00000126883, ENSG00000119396, ENSG00000018510, ENSG00000169972, ENSG00000075785, ENSG00000133657, ENSG00000163820, ENSG00000164609, ENSG00000102471, ENSG00000121940, ENSG00000127914, ENSG00000213024, ENSG00000174851	296	531	16605	1.7959803023362346	0.9999574581570044	0.2439017540294034	32.453375034542766
UP_KEYWORDS	Transferase	38	11.62079510703364	0.02888989304124961	ENSG00000109618, ENSG00000159063, ENSG00000018510, ENSG00000103507, ENSG00000123989, ENSG00000204435, ENSG00000114302, ENSG00000072062, ENSG00000101868, ENSG00000120697, ENSG00000173852, ENSG00000072518, ENSG00000075413, ENSG00000146143, ENSG00000005249, ENSG00000102595, ENSG00000104907, ENSG00000116141, ENSG00000070770, ENSG00000146834, ENSG00000092148, ENSG00000107669, ENSG00000119638, ENSG00000090971, ENSG00000117543, ENSG00000156599, ENSG00000011243, ENSG00000153936, ENSG00000165282, ENSG00000130816, ENSG00000127914, ENSG00000033100, ENSG00000130309, ENSG00000183735, ENSG00000253710, ENSG00000137275, ENSG00000171004, ENSG00000198056	304	1593	17955	1.4088983050847457	0.9997845628735759	0.23841213113663617	32.24712183739786
GOTERM_CC_DIRECT	GO:0042470~melanosome	6	1.834862385321101	0.03050437920532708	ENSG00000150093, ENSG00000108774, ENSG00000137563, ENSG00000138069, ENSG00000148175, ENSG00000104388	296	98	16605	3.4345697738554883	0.9999810506659628	0.2546377317678903	34.5495863455019
GOTERM_BP_DIRECT	GO:0043124~negative regulation of I-kappaB kinase/NF-kappaB signaling	4	1.2232415902140672	0.03067782707700625	ENSG00000213186, ENSG00000160703, ENSG00000196781, ENSG00000137275	287	37	15453	5.820887089179772	1.0	0.5893267130816704	40.07481863821008
GOTERM_MF_DIRECT	GO:0005521~lamin binding	3	0.9174311926605505	0.03168915593790685	ENSG00000011243, ENSG00000100242, ENSG00000143337	294	15	15528	10.563265306122448	0.9999994744147253	0.5949205614899842	36.663303065819406
GOTERM_MF_DIRECT	GO:0034237~protein kinase A regulatory subunit binding	3	0.9174311926605505	0.03168915593790685	ENSG00000127914, ENSG00000105127, ENSG00000072062	294	15	15528	10.563265306122448	0.9999994744147253	0.5949205614899842	36.663303065819406
GOTERM_MF_DIRECT	GO:0052890~oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor	3	0.9174311926605505	0.03168915593790685	ENSG00000177646, ENSG00000140374, ENSG00000117054	294	15	15528	10.563265306122448	0.9999994744147253	0.5949205614899842	36.663303065819406
GOTERM_CC_DIRECT	GO:0030131~clathrin adaptor complex	3	0.9174311926605505	0.03203528864549508	ENSG00000183020, ENSG00000161203, ENSG00000132842	296	16	16605	10.518369932432433	0.9999891183894762	0.2597359437928689	35.94962683009989
GOTERM_BP_DIRECT	GO:0006487~protein N-linked glycosylation	4	1.2232415902140672	0.03286422358865347	ENSG00000120697, ENSG00000159063, ENSG00000115275, ENSG00000114745	287	38	15453	5.667705849990831	1.0	0.6074050143888736	42.257980155184235
GOTERM_BP_DIRECT	GO:0008333~endosome to lysosome transport	4	1.2232415902140672	0.03286422358865347	ENSG00000075785, ENSG00000166887, ENSG00000134709, ENSG00000160695	287	38	15453	5.667705849990831	1.0	0.6074050143888736	42.257980155184235
GOTERM_MF_DIRECT	GO:0031625~ubiquitin protein ligase binding	11	3.3639143730886847	0.03301228816349232	ENSG00000058056, ENSG00000166170, ENSG00000100387, ENSG00000006451, ENSG00000109501, ENSG00000108094, ENSG00000005249, ENSG00000137275, ENSG00000135930, ENSG00000072062, ENSG00000114302	294	271	15528	2.1438361322388735	0.9999997155480566	0.587957797152509	37.87973561698519
UP_KEYWORDS	Primosome	2	0.6116207951070336	0.03346718509992789	ENSG00000146143, ENSG00000198056	304	2	17955	59.06249999999999	0.9999447437023298	0.2638786215449288	36.36745480170879
UP_KEYWORDS	Metalloprotease	7	2.1406727828746175	0.03451503469538665	ENSG00000119912, ENSG00000107959, ENSG00000165688, ENSG00000168615, ENSG00000099219, ENSG00000105819, ENSG00000154734	304	143	17955	2.8911713286713283	0.9999595695667599	0.2640133252754545	37.27750388445479
GOTERM_BP_DIRECT	GO:0055088~lipid homeostasis	4	1.2232415902140672	0.03512971711397332	ENSG00000177646, ENSG00000140374, ENSG00000057294, ENSG00000117054	287	39	15453	5.522380058965425	1.0	0.624907758779073	44.44117834071611
GOTERM_BP_DIRECT	GO:0000413~protein peptidyl-prolyl isomerization	4	1.2232415902140672	0.03512971711397332	ENSG00000141756, ENSG00000153015, ENSG00000079150, ENSG00000240344	287	39	15453	5.522380058965425	1.0	0.624907758779073	44.44117834071611
GOTERM_CC_DIRECT	GO:1990077~primosome complex	2	0.6116207951070336	0.03521689610761287	ENSG00000146143, ENSG00000198056	296	2	16605	56.097972972972975	0.999996573735526	0.2757855229210423	38.7709094044856
GOTERM_CC_DIRECT	GO:0031965~nuclear membrane	9	2.7522935779816518	0.03534566781272444	ENSG00000102898, ENSG00000109084, ENSG00000136827, ENSG00000138750, ENSG00000100242, ENSG00000110713, ENSG00000213024, ENSG00000165661, ENSG00000132182	296	211	16605	2.392804534392212	0.9999967305599531	0.27077452094414556	38.882634145553055
GOTERM_MF_DIRECT	GO:0003995~acyl-CoA dehydrogenase activity	3	0.9174311926605505	0.03577282256535677	ENSG00000177646, ENSG00000140374, ENSG00000117054	294	16	15528	9.903061224489795	0.9999999211981649	0.5969460984077597	40.34806467419789
GOTERM_CC_DIRECT	GO:0005643~nuclear pore	5	1.529051987767584	0.03588355810641418	ENSG00000101146, ENSG00000108559, ENSG00000110713, ENSG00000213024, ENSG00000132182	296	70	16605	4.00699806949807	0.9999973118670161	0.26863706782941643	39.347277735802955
GOTERM_MF_DIRECT	GO:0051117~ATPase binding	5	1.529051987767584	0.03595018076303816	ENSG00000006451, ENSG00000109501, ENSG00000143153, ENSG00000137710, ENSG00000143337	294	66	15528	4.001236858379716	0.9999999274453231	0.5790354275106109	40.50348990415132
GOTERM_CC_DIRECT	GO:0005801~cis-Golgi network	4	1.2232415902140672	0.036023920082121685	ENSG00000167110, ENSG00000127914, ENSG00000117500, ENSG00000173230	296	41	16605	5.472972972972974	0.9999974457913618	0.26406503468356757	39.46798619791083
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	13	3.9755351681957185	0.036275459458392695	ENSG00000006451, ENSG00000150093, ENSG00000126883, ENSG00000084733, ENSG00000149428, ENSG00000168615, ENSG00000145907, ENSG00000137710, ENSG00000073008, ENSG00000165527, ENSG00000114302, ENSG00000275700, ENSG00000067560	296	375	16605	1.94472972972973	0.9999976693650281	0.26037594180018586	39.683748065093226
GOTERM_BP_DIRECT	GO:0033127~regulation of histone phosphorylation	2	0.6116207951070336	0.036674105656999946	ENSG00000011243, ENSG00000105127	287	2	15453	53.843205574912886	1.0	0.6337426418104711	45.88476715455554
GOTERM_BP_DIRECT	GO:0006617~SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition	2	0.6116207951070336	0.036674105656999946	ENSG00000100883, ENSG00000153037	287	2	15453	53.843205574912886	1.0	0.6337426418104711	45.88476715455554
GOTERM_BP_DIRECT	GO:0071049~nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription	2	0.6116207951070336	0.036674105656999946	ENSG00000130713, ENSG00000107371	287	2	15453	53.843205574912886	1.0	0.6337426418104711	45.88476715455554
GOTERM_BP_DIRECT	GO:0044839~cell cycle G2/M phase transition	2	0.6116207951070336	0.036674105656999946	ENSG00000011243, ENSG00000105127	287	2	15453	53.843205574912886	1.0	0.6337426418104711	45.88476715455554
GOTERM_BP_DIRECT	GO:0043488~regulation of mRNA stability	6	1.834862385321101	0.036753663503984055	ENSG00000077348, ENSG00000120699, ENSG00000126883, ENSG00000130713, ENSG00000107371, ENSG00000099341	287	99	15453	3.2632245802977513	1.0	0.627411541206983	45.95816981312622
GOTERM_MF_DIRECT	GO:0003755~peptidyl-prolyl cis-trans isomerase activity	4	1.2232415902140672	0.03688242443282085	ENSG00000141756, ENSG00000153015, ENSG00000079150, ENSG00000240344	294	39	15528	5.417059131344845	0.9999999530095737	0.5698692718538982	41.314277231229944
GOTERM_BP_DIRECT	GO:0016485~protein processing	5	1.529051987767584	0.03717773728663061	ENSG00000119912, ENSG00000107959, ENSG00000140479, ENSG00000105819, ENSG00000156521	287	68	15453	3.9590592334494774	1.0	0.6247053548159616	46.34785905946893
GOTERM_BP_DIRECT	GO:0007265~Ras protein signal transduction	5	1.529051987767584	0.03717773728663061	ENSG00000006451, ENSG00000130816, ENSG00000078369, ENSG00000145907, ENSG00000138757	287	68	15453	3.9590592334494774	1.0	0.6247053548159616	46.34785905946893
GOTERM_BP_DIRECT	GO:0000082~G1/S transition of mitotic cell cycle	6	1.834862385321101	0.03812689907566745	ENSG00000101868, ENSG00000150093, ENSG00000108094, ENSG00000146143, ENSG00000014138, ENSG00000198056	287	100	15453	3.230592334494774	1.0	0.62728301419562	47.21051874418806
GOTERM_MF_DIRECT	GO:0005525~GTP binding	13	3.9755351681957185	0.03891522142743371	ENSG00000100883, ENSG00000006451, ENSG00000108774, ENSG00000119396, ENSG00000104388, ENSG00000075785, ENSG00000100503, ENSG00000099246, ENSG00000138069, ENSG00000084733, ENSG00000167461, ENSG00000165527, ENSG00000067560	294	357	15528	1.9232835991539472	0.999999981802871	0.5720148421089409	43.046751096201795
GOTERM_BP_DIRECT	GO:0030968~endoplasmic reticulum unfolded protein response	4	1.2232415902140672	0.039896005511794626	ENSG00000109501, ENSG00000102595, ENSG00000116406, ENSG00000113739	287	41	15453	5.252995665845161	1.0	0.6375543784653275	48.78373823213561
GOTERM_MF_DIRECT	GO:0031489~myosin V binding	3	0.9174311926605505	0.04004701818179287	ENSG00000084733, ENSG00000119396, ENSG00000167461	294	17	15528	9.320528211284513	0.9999999892790586	0.5657519669237978	43.990613825806946
